student_id,department,year_of_study,gpa,midterm_score,attendance_percentage,library_checkout_count,canteen_peak_visit_time,campus_wifi_hours_night,assignment_submit_delay_hours,lab_attendance_8am
STU2026835,Mechanical Eng,2,8.6,83.6,65.5,22,12:30-13:30,1.7,3.3,77.2
STU2026836,Civil Eng,1,9.59,95.3,70.5,15,12:30-13:30,3.1,26.2,83.7
STU2026837,Civil Eng,1,8.78,85.5,73.4,19,12:30-13:30,1.1,24.8,96.3
STU2026838,Mechanical Eng,4,7.49,69.5,74.5,17,11:30-12:30,3.1,-37.6,87.6
STU2026839,Electronics & Comm,1,5.56,35.0,76.5,25,14:30-15:30,5.6,-28.2,47.2
STU2026840,Civil Eng,3,8.26,89.8,80.3,20,12:30-13:30,3.4,1.7,71.1
STU2026841,Civil Eng,3,8.82,91.0,87.3,3,12:30-13:30,2.9,21.7,90.6
STU2026842,Civil Eng,2,6.54,37.0,56.5,22,12:30-13:30,6.2,1.1,52.1
STU2026843,Information Tech,4,9.56,98.6,61.3,5,11:30-12:30,2.2,-7.1,86.8
STU2026844,Civil Eng,4,8.54,91.8,96.9,15,11:30-12:30,1.1,-34.6,96.4
STU2026845,Mechanical Eng,4,8.02,48.1,86.6,20,11:30-12:30,5.8,-6.8,62.4
STU2026846,Mechanical Eng,2,6.66,48.2,64.0,17,11:30-12:30,5.7,-47.9,54.5
STU2026847,Computer Science,4,7.76,53.1,83.1,8,13:30-14:30,5.6,-22.2,36.0
STU2026848,Information Tech,1,7.44,70.7,90.0,10,13:30-14:30,1.8,4.1,71.7
STU2026849,Civil Eng,4,8.2,58.5,81.9,10,12:30-13:30,6.6,-2.4,35.8
STU2026850,Computer Science,2,7.55,80.3,83.9,33,11:30-12:30,1.2,-6.2,71.8
STU2026851,Computer Science,1,6.41,72.2,89.0,17,12:30-13:30,3.1,14.4,85.1
STU2026852,Mechanical Eng,4,6.95,66.7,84.3,14,12:30-13:30,2.9,10.5,79.1
STU2026853,Computer Science,3,9.25,91.7,89.7,44,13:30-14:30,0.5,-40.6,95.2
STU2026854,Information Tech,1,9.24,67.3,67.0,23,12:30-13:30,5.4,30.7,58.5
STU2026855,Information Tech,4,8.34,59.4,55.1,3,12:30-13:30,5.0,34.8,63.0
STU2026856,Mechanical Eng,4,6.5,41.5,75.8,17,14:30-15:30,5.7,4.3,57.8
STU2026857,Computer Science,4,6.76,69.8,63.4,18,13:30-14:30,1.5,-46.3,85.1
STU2026858,Civil Eng,1,6.8,47.1,83.9,5,12:30-13:30,4.3,14.8,60.6
STU2026859,Information Tech,2,6.55,45.6,62.3,15,14:30-15:30,7.1,-39.5,54.5
STU2026860,Mechanical Eng,4,8.8,94.7,64.5,6,11:30-12:30,2.3,0.9,83.8
STU2026861,Civil Eng,1,8.92,96.3,69.3,12,11:30-12:30,2.1,-28.0,86.7
STU2026862,Civil Eng,4,8.98,84.3,64.6,8,13:30-14:30,1.3,-8.5,72.5
STU2026863,Computer Science,3,6.05,59.0,68.5,21,12:30-13:30,3.2,29.7,91.4
STU2026864,Civil Eng,3,8.82,58.8,89.3,5,12:30-13:30,7.0,11.2,34.4
STU2026865,Information Tech,4,6.86,72.4,90.1,11,11:30-12:30,2.6,-40.3,76.3
STU2026866,Computer Science,3,6.83,72.5,97.6,41,12:30-13:30,1.4,3.8,98.9
STU2026867,Mechanical Eng,4,5.75,64.1,89.8,9,14:30-15:30,1.6,-10.9,90.8
STU2026868,Computer Science,2,9.18,98.6,86.3,15,11:30-12:30,2.6,-19.0,93.6
STU2026869,Mechanical Eng,4,8.41,57.0,97.6,24,12:30-13:30,5.8,32.8,43.7
STU2026870,Information Tech,4,5.92,40.4,68.9,11,14:30-15:30,6.0,-23.8,60.3
STU2026871,Electronics & Comm,2,7.4,43.2,75.7,22,11:30-12:30,6.8,-47.5,37.3
STU2026872,Information Tech,1,8.42,83.9,97.5,3,13:30-14:30,1.5,-42.9,97.6
STU2026873,Civil Eng,2,9.56,69.3,60.0,25,11:30-12:30,4.1,-26.6,41.8
STU2026874,Computer Science,1,6.54,37.3,76.0,24,12:30-13:30,5.3,35.6,63.4
STU2026875,Computer Science,4,9.22,90.9,83.0,4,11:30-12:30,2.4,-41.5,88.9
STU2026876,Information Tech,2,5.6,35.0,79.6,20,13:30-14:30,4.5,-27.7,39.6
STU2026877,Civil Eng,3,7.96,84.9,59.3,24,11:30-12:30,0.9,-47.0,96.4
STU2026878,Information Tech,4,5.77,35.0,91.0,8,13:30-14:30,4.3,3.2,58.7
STU2026879,Computer Science,2,9.21,90.0,84.9,33,11:30-12:30,0.5,-37.1,83.0
STU2026880,Electronics & Comm,1,7.92,80.2,91.6,19,12:30-13:30,0.7,2.0,98.4
STU2026881,Computer Science,2,6.79,39.6,95.7,33,12:30-13:30,4.1,15.1,57.4
STU2026882,Mechanical Eng,3,8.11,61.4,77.0,6,11:30-12:30,5.3,-32.1,53.2
STU2026883,Electronics & Comm,2,8.09,83.6,64.3,10,11:30-12:30,3.0,-34.2,73.7
STU2026884,Electronics & Comm,4,7.46,53.7,95.6,22,12:30-13:30,5.2,25.0,62.9
STU2026885,Electronics & Comm,3,7.92,47.9,82.9,15,12:30-13:30,4.1,10.5,35.7
STU2026886,Information Tech,2,5.83,53.1,60.4,26,12:30-13:30,1.3,32.3,85.9
STU2026887,Mechanical Eng,2,9.24,100.0,64.7,5,12:30-13:30,0.6,27.1,80.9
STU2026888,Computer Science,2,7.76,57.3,92.6,33,12:30-13:30,4.6,30.5,58.2
STU2026889,Information Tech,3,8.11,80.3,93.6,38,12:30-13:30,1.7,22.8,97.4
STU2026890,Information Tech,4,7.55,71.3,60.5,14,11:30-12:30,0.6,-17.9,84.9
STU2026891,Mechanical Eng,1,9.45,97.8,82.5,16,12:30-13:30,3.1,2.5,92.5
STU2026892,Mechanical Eng,4,7.66,83.3,66.9,11,13:30-14:30,3.5,-14.3,97.3
STU2026893,Computer Science,3,7.25,77.0,68.4,20,14:30-15:30,1.1,-17.5,72.3
STU2026894,Computer Science,3,7.88,53.5,76.2,38,12:30-13:30,6.6,0.6,63.7
STU2026895,Civil Eng,1,7.24,43.1,81.5,25,13:30-14:30,6.9,-29.7,56.1
STU2026896,Information Tech,1,8.11,54.2,96.5,4,12:30-13:30,5.2,10.0,60.9
STU2026897,Electronics & Comm,3,9.6,90.8,73.2,9,14:30-15:30,3.2,-3.9,80.8
STU2026898,Computer Science,3,6.79,70.1,67.6,24,12:30-13:30,2.0,33.1,91.4
STU2026899,Information Tech,1,9.52,75.4,93.4,11,12:30-13:30,6.4,9.5,32.0
STU2026900,Computer Science,3,9.33,93.8,63.0,31,11:30-12:30,3.0,-0.4,72.9
STU2026901,Civil Eng,1,9.43,67.5,55.3,13,12:30-13:30,5.9,12.6,38.8
STU2026902,Electronics & Comm,3,5.97,36.4,73.9,13,12:30-13:30,6.4,31.2,35.7
STU2026903,Electronics & Comm,1,6.32,70.5,56.7,8,11:30-12:30,3.3,2.3,91.6
STU2026904,Mechanical Eng,1,7.31,49.6,78.7,14,13:30-14:30,6.1,-21.4,55.0
STU2026905,Civil Eng,2,5.97,61.0,59.6,9,13:30-14:30,0.6,-45.2,74.5
STU2026906,Mechanical Eng,4,9.7,97.3,86.7,9,13:30-14:30,3.5,-15.3,78.4
STU2026907,Information Tech,2,6.57,43.7,88.0,21,13:30-14:30,6.5,-22.9,64.8
STU2026908,Computer Science,2,6.31,43.1,91.8,23,12:30-13:30,4.9,35.6,35.2
STU2026909,Electronics & Comm,4,5.58,35.0,63.6,9,13:30-14:30,6.6,-36.2,43.3
STU2026910,Civil Eng,4,5.76,56.9,73.4,24,14:30-15:30,0.9,-25.8,73.2
STU2026911,Mechanical Eng,1,6.28,40.4,55.0,21,12:30-13:30,5.1,-0.9,41.3
STU2026912,Electronics & Comm,3,9.58,89.1,70.6,6,12:30-13:30,2.6,8.6,72.8
STU2026913,Mechanical Eng,3,6.52,45.3,66.9,21,12:30-13:30,4.6,-0.1,33.1
STU2026914,Information Tech,2,6.33,66.3,74.2,30,12:30-13:30,1.2,35.6,97.3
STU2026915,Electronics & Comm,2,5.69,35.0,63.2,19,13:30-14:30,4.4,3.7,38.8
STU2026916,Mechanical Eng,4,8.21,55.1,60.0,2,14:30-15:30,3.6,-39.2,46.9
STU2026917,Mechanical Eng,2,6.75,64.0,96.1,17,13:30-14:30,0.9,-11.7,98.2
STU2026918,Information Tech,1,6.21,61.9,87.3,7,12:30-13:30,3.2,-4.9,92.6
STU2026919,Information Tech,2,8.05,53.9,55.4,23,13:30-14:30,7.0,-31.9,47.9
STU2026920,Electronics & Comm,3,8.55,82.4,78.7,6,11:30-12:30,1.7,1.9,71.3
STU2026921,Mechanical Eng,2,6.66,35.9,89.0,2,12:30-13:30,5.0,21.6,38.7
STU2026922,Information Tech,3,6.9,48.5,95.7,24,13:30-14:30,6.7,-30.8,39.2
STU2026923,Computer Science,1,9.04,56.3,64.4,20,12:30-13:30,7.3,-0.6,36.2
STU2026924,Civil Eng,3,9.24,69.5,82.3,20,12:30-13:30,4.4,20.8,58.6
STU2026925,Civil Eng,2,7.42,74.9,86.4,16,12:30-13:30,3.5,2.6,74.3
STU2026926,Electronics & Comm,2,7.95,77.6,95.6,14,13:30-14:30,1.8,-11.6,78.2
STU2026927,Electronics & Comm,1,6.12,37.1,73.3,6,13:30-14:30,3.7,-9.5,52.6
STU2026928,Computer Science,1,7.12,43.0,55.9,9,11:30-12:30,6.3,-7.2,56.7
STU2026929,Mechanical Eng,2,9.54,63.8,80.8,12,12:30-13:30,6.0,30.0,30.3
STU2026930,Computer Science,2,6.1,38.3,87.7,22,12:30-13:30,6.7,-2.7,58.5
STU2026931,Mechanical Eng,1,5.59,35.0,56.9,2,12:30-13:30,4.3,32.4,33.6
STU2026932,Computer Science,2,7.34,41.5,61.3,43,12:30-13:30,5.1,24.3,37.9
STU2026933,Computer Science,4,6.23,61.4,59.7,5,12:30-13:30,1.2,9.8,97.7
STU2026934,Computer Science,1,8.1,51.8,62.7,23,11:30-12:30,4.2,-11.6,51.0
STU2026935,Information Tech,3,7.0,37.5,59.5,37,13:30-14:30,6.9,-5.7,53.2
STU2026936,Computer Science,2,8.84,93.6,61.3,41,14:30-15:30,1.5,-44.4,83.0
STU2026937,Information Tech,4,9.63,92.1,67.0,12,12:30-13:30,1.1,15.3,98.8
STU2026938,Civil Eng,4,8.09,88.1,82.4,19,12:30-13:30,1.5,15.4,97.4
STU2026939,Information Tech,4,7.79,77.7,90.3,24,12:30-13:30,3.2,28.3,86.8
STU2026940,Electronics & Comm,1,6.51,38.5,55.1,5,14:30-15:30,7.5,-44.8,30.6
STU2026941,Mechanical Eng,3,9.15,69.8,92.3,15,13:30-14:30,6.2,-35.1,40.3
STU2026942,Electronics & Comm,1,8.71,56.7,60.0,15,12:30-13:30,5.4,10.2,35.0
STU2026943,Computer Science,1,7.55,71.1,80.5,2,12:30-13:30,1.6,18.3,74.3
STU2026944,Civil Eng,2,8.79,95.4,75.2,25,12:30-13:30,1.5,8.8,85.3
STU2026945,Computer Science,3,5.98,39.2,57.6,27,11:30-12:30,5.0,-3.9,51.1
STU2026946,Civil Eng,3,9.45,72.4,76.6,18,14:30-15:30,5.5,-28.0,44.8
STU2026947,Electronics & Comm,2,7.22,80.4,57.4,4,12:30-13:30,3.2,28.5,93.9
STU2026948,Civil Eng,4,6.85,38.0,82.6,8,12:30-13:30,6.3,6.1,35.8
STU2026949,Computer Science,1,7.06,66.6,88.5,8,11:30-12:30,2.8,-16.4,76.9
STU2026950,Mechanical Eng,2,7.87,86.8,82.5,20,12:30-13:30,0.7,35.4,77.8
STU2026951,Civil Eng,1,5.71,62.2,59.0,18,14:30-15:30,2.7,-37.7,98.4
STU2026952,Civil Eng,3,9.69,100.0,85.2,6,11:30-12:30,1.2,-46.7,81.8
STU2026953,Civil Eng,4,8.02,80.5,91.6,4,13:30-14:30,2.5,2.5,74.4
STU2026954,Electronics & Comm,2,8.97,55.8,83.1,25,12:30-13:30,5.9,20.0,35.6
STU2026955,Information Tech,3,7.42,81.8,60.6,37,11:30-12:30,2.5,-7.0,88.1
STU2026956,Civil Eng,2,6.4,67.1,81.2,2,12:30-13:30,1.0,0.8,74.4
STU2026957,Mechanical Eng,1,7.65,71.0,74.6,13,12:30-13:30,1.7,-1.3,78.6
STU2026958,Electronics & Comm,4,6.61,69.5,75.4,5,11:30-12:30,2.3,3.5,95.4
STU2026959,Civil Eng,1,7.06,74.4,67.3,18,12:30-13:30,3.4,29.6,88.0
STU2026960,Mechanical Eng,3,5.86,35.0,72.8,22,11:30-12:30,3.7,-45.0,60.7
STU2026961,Electronics & Comm,1,6.16,68.2,59.5,16,12:30-13:30,3.1,22.4,86.5
STU2026962,Mechanical Eng,4,7.51,53.6,78.0,14,11:30-12:30,6.2,-7.3,33.8
STU2026963,Electronics & Comm,4,6.91,40.1,68.6,10,12:30-13:30,7.5,13.6,47.0
STU2026964,Information Tech,2,9.58,100.0,61.3,16,13:30-14:30,2.0,1.6,86.5
STU2026965,Mechanical Eng,4,9.71,100.0,64.2,10,12:30-13:30,2.0,21.1,70.7
STU2026966,Computer Science,2,5.8,64.9,72.4,36,12:30-13:30,2.6,31.6,90.7
STU2026967,Electronics & Comm,1,5.9,55.3,93.8,15,12:30-13:30,2.9,14.7,91.8
STU2026968,Information Tech,2,9.65,64.3,73.8,43,12:30-13:30,6.9,19.5,50.0
STU2026969,Computer Science,2,6.89,39.4,97.4,19,12:30-13:30,7.1,31.8,56.0
STU2026970,Electronics & Comm,4,9.22,64.8,59.9,16,11:30-12:30,7.3,2.0,44.2
STU2026971,Electronics & Comm,4,8.25,78.7,79.9,7,12:30-13:30,0.8,19.6,91.6
STU2026972,Electronics & Comm,3,6.4,40.2,63.2,11,12:30-13:30,5.3,31.8,63.4
STU2026973,Information Tech,1,8.51,60.6,82.9,18,12:30-13:30,3.7,34.9,44.4
STU2026974,Mechanical Eng,1,9.48,90.3,74.7,11,12:30-13:30,3.1,29.6,86.0
STU2026975,Civil Eng,3,8.52,64.6,95.3,4,13:30-14:30,6.8,-13.6,33.5
STU2026976,Information Tech,4,5.95,35.0,87.2,3,12:30-13:30,4.9,22.4,49.1
STU2026977,Civil Eng,2,6.46,65.4,74.5,16,11:30-12:30,3.2,-26.1,75.7
STU2026978,Civil Eng,1,9.54,65.7,88.6,15,12:30-13:30,4.1,22.6,39.4
STU2026979,Computer Science,4,5.64,35.0,56.1,12,13:30-14:30,6.0,-30.2,59.4
STU2026980,Information Tech,4,6.54,71.5,96.9,20,13:30-14:30,1.8,-25.3,88.7
STU2026981,Civil Eng,2,7.23,76.5,68.7,5,11:30-12:30,1.6,-14.5,76.7
STU2026982,Civil Eng,3,9.1,84.6,61.8,20,11:30-12:30,2.8,-39.9,72.7
STU2026983,Information Tech,1,7.96,51.1,56.1,7,13:30-14:30,5.6,-35.3,64.4
STU2026984,Electronics & Comm,3,6.33,39.5,91.1,3,12:30-13:30,5.6,6.3,58.2
STU2026985,Electronics & Comm,1,8.25,84.8,79.9,11,11:30-12:30,1.2,-34.1,83.3
STU2026986,Electronics & Comm,1,5.83,38.9,91.3,15,13:30-14:30,6.9,-44.1,37.3
STU2026987,Computer Science,2,8.46,90.0,71.1,15,11:30-12:30,2.7,-0.1,96.3
STU2026988,Information Tech,1,6.0,62.8,69.7,18,11:30-12:30,2.9,-8.7,98.9
STU2026989,Computer Science,2,8.11,58.8,78.0,43,12:30-13:30,4.1,3.9,56.6
STU2026990,Mechanical Eng,2,6.44,39.0,86.3,13,14:30-15:30,7.1,-10.5,39.4
STU2026991,Mechanical Eng,4,8.7,64.8,76.3,23,11:30-12:30,4.1,-3.2,44.0
STU2026992,Mechanical Eng,4,5.94,38.3,89.1,15,13:30-14:30,4.6,-1.2,35.8
STU2026993,Civil Eng,3,9.01,62.1,81.8,22,12:30-13:30,4.8,28.6,45.0
STU2026994,Civil Eng,2,9.32,95.4,96.2,18,13:30-14:30,2.3,-29.3,81.9
STU2026995,Computer Science,1,6.27,43.5,68.9,13,12:30-13:30,6.0,0.9,42.5
STU2026996,Mechanical Eng,1,5.54,35.0,84.6,9,12:30-13:30,5.5,18.0,37.5
STU2026997,Civil Eng,3,8.09,83.4,77.7,23,13:30-14:30,1.2,-44.0,78.1
STU2026998,Civil Eng,4,6.87,69.8,68.8,15,14:30-15:30,1.9,-41.7,93.3
STU2026999,Civil Eng,2,8.09,74.5,80.4,20,13:30-14:30,2.2,4.4,70.6
STU2027000,Civil Eng,3,6.06,62.3,96.6,2,12:30-13:30,0.8,-2.2,85.5
STU2027001,Computer Science,4,8.61,58.4,66.8,21,12:30-13:30,5.8,-3.1,44.0
STU2027002,Mechanical Eng,4,7.62,43.3,82.6,9,11:30-12:30,6.9,-45.5,59.5
STU2027003,Computer Science,2,5.95,39.0,68.9,43,11:30-12:30,5.3,-4.9,45.2
STU2027004,Information Tech,1,9.52,90.0,92.3,4,14:30-15:30,2.3,-34.0,92.8
STU2027005,Information Tech,4,6.66,62.2,62.3,20,13:30-14:30,1.5,-0.9,83.4
STU2027006,Civil Eng,4,8.37,84.4,77.4,25,12:30-13:30,2.2,14.8,83.9
STU2027007,Computer Science,3,8.79,84.8,85.6,42,12:30-13:30,3.0,3.4,94.2
STU2027008,Computer Science,1,9.68,100.0,57.6,5,11:30-12:30,0.6,-30.0,76.3
STU2027009,Information Tech,3,8.77,60.7,68.4,22,14:30-15:30,3.7,0.6,35.4
STU2027010,Civil Eng,4,9.23,68.5,77.1,11,11:30-12:30,6.0,2.4,36.6
STU2027011,Information Tech,1,6.13,35.0,92.7,2,11:30-12:30,5.7,-22.8,38.4
STU2027012,Information Tech,4,7.01,48.4,60.1,15,12:30-13:30,4.4,15.8,42.4
STU2027013,Computer Science,4,6.67,42.0,59.2,14,12:30-13:30,5.0,2.2,55.6
STU2027014,Mechanical Eng,4,7.73,72.4,59.7,3,11:30-12:30,0.8,-17.5,77.2
STU2027015,Electronics & Comm,1,7.79,52.9,66.8,9,12:30-13:30,6.7,25.1,54.5
STU2027016,Mechanical Eng,4,6.38,66.5,88.8,5,13:30-14:30,2.9,-38.2,78.4
STU2027017,Information Tech,4,8.68,57.2,91.7,12,11:30-12:30,5.3,-0.3,36.0
STU2027018,Electronics & Comm,1,8.36,90.1,73.4,2,11:30-12:30,0.6,-16.5,98.3
STU2027019,Civil Eng,1,7.6,78.0,65.6,9,14:30-15:30,1.3,-20.2,93.7
STU2027020,Electronics & Comm,2,8.83,61.5,59.3,19,12:30-13:30,6.1,5.6,41.7
STU2027021,Civil Eng,3,7.07,77.7,55.6,21,13:30-14:30,3.0,-22.3,90.6
STU2027022,Mechanical Eng,1,6.14,60.5,72.6,20,11:30-12:30,2.0,-8.7,98.8
STU2027023,Civil Eng,3,6.39,44.1,58.8,22,12:30-13:30,6.9,22.8,43.2
STU2027024,Civil Eng,2,6.64,41.8,84.2,11,14:30-15:30,6.7,-37.9,43.7
STU2027025,Information Tech,3,9.09,59.5,60.3,18,12:30-13:30,6.1,34.7,49.8
STU2027026,Civil Eng,2,7.51,46.4,61.5,11,12:30-13:30,7.3,-2.4,51.8
STU2027027,Mechanical Eng,1,7.45,48.4,64.3,13,11:30-12:30,6.3,-13.0,34.3
STU2027028,Computer Science,1,6.58,69.5,70.1,6,13:30-14:30,2.5,2.5,94.9
STU2027029,Mechanical Eng,2,9.78,74.6,63.5,13,12:30-13:30,4.6,5.2,32.8
STU2027030,Civil Eng,4,7.22,44.6,93.9,15,11:30-12:30,6.8,-12.0,62.2
STU2027031,Mechanical Eng,2,8.44,82.2,63.6,20,11:30-12:30,1.4,1.1,86.1
STU2027032,Civil Eng,2,7.12,46.0,92.7,23,12:30-13:30,3.6,24.2,34.9
STU2027033,Civil Eng,3,7.34,75.3,73.1,15,14:30-15:30,3.4,-43.3,70.8
STU2027034,Electronics & Comm,3,8.88,95.5,80.0,3,13:30-14:30,3.1,-8.0,88.0
STU2027035,Civil Eng,2,7.23,46.8,55.3,3,11:30-12:30,6.2,-33.7,60.6
STU2027036,Computer Science,3,8.06,48.6,90.3,33,11:30-12:30,4.5,-12.3,54.2
STU2027037,Computer Science,2,7.72,44.9,79.2,19,12:30-13:30,7.3,7.3,34.8
STU2027038,Mechanical Eng,1,8.96,85.1,81.8,18,13:30-14:30,1.9,-42.9,71.9
STU2027039,Electronics & Comm,1,7.54,54.8,90.8,7,12:30-13:30,3.6,28.6,31.9
STU2027040,Information Tech,3,9.03,64.3,84.3,20,12:30-13:30,6.5,0.8,51.6
STU2027041,Electronics & Comm,2,7.7,74.8,85.1,20,11:30-12:30,1.9,-21.9,83.9
STU2027042,Mechanical Eng,4,7.16,50.8,89.4,5,12:30-13:30,3.7,18.1,58.5
STU2027043,Computer Science,3,5.65,35.0,83.0,19,12:30-13:30,5.1,14.2,45.6
STU2027044,Civil Eng,3,5.54,35.0,61.8,18,14:30-15:30,4.0,-27.3,60.1
STU2027045,Computer Science,2,8.32,53.3,70.1,23,13:30-14:30,5.5,-6.4,41.9
STU2027046,Mechanical Eng,4,5.79,35.0,91.1,24,11:30-12:30,3.9,1.2,63.7
STU2027047,Information Tech,3,6.06,35.0,68.9,16,12:30-13:30,7.2,-3.8,42.2
STU2027048,Electronics & Comm,2,5.92,35.0,59.6,25,14:30-15:30,7.0,-5.8,46.7
STU2027049,Computer Science,2,8.63,66.1,71.5,16,12:30-13:30,7.3,29.7,62.3
STU2027050,Computer Science,4,8.78,63.6,81.1,14,12:30-13:30,6.4,0.5,62.3
STU2027051,Information Tech,2,6.34,35.0,76.1,31,12:30-13:30,5.3,28.2,37.9
STU2027052,Electronics & Comm,1,8.0,48.8,82.1,13,13:30-14:30,5.2,-7.0,37.1
STU2027053,Information Tech,1,6.97,43.3,84.3,8,11:30-12:30,7.2,-17.8,55.5
STU2027054,Civil Eng,3,7.03,45.2,93.7,4,12:30-13:30,6.5,18.3,58.1
STU2027055,Electronics & Comm,3,5.93,53.5,76.4,11,13:30-14:30,0.9,0.9,85.7
STU2027056,Mechanical Eng,4,8.52,64.8,57.9,18,12:30-13:30,6.6,33.2,63.9
STU2027057,Information Tech,3,7.22,46.5,57.4,23,14:30-15:30,5.4,-13.4,33.9
STU2027058,Computer Science,3,7.31,51.4,63.6,25,13:30-14:30,6.7,1.0,32.1
STU2027059,Computer Science,2,7.62,44.9,89.6,26,13:30-14:30,4.4,4.0,51.4
STU2027060,Civil Eng,1,9.32,87.9,75.6,9,12:30-13:30,1.4,21.7,91.0
STU2027061,Civil Eng,4,6.8,48.8,91.5,8,13:30-14:30,7.3,-19.7,30.8
STU2027062,Civil Eng,1,7.88,53.4,57.2,6,12:30-13:30,5.9,-0.3,54.3
STU2027063,Computer Science,3,7.01,50.2,69.8,28,11:30-12:30,6.9,-8.4,38.3
STU2027064,Information Tech,1,9.76,76.6,55.6,7,11:30-12:30,5.5,-33.0,58.4
STU2027065,Mechanical Eng,3,8.09,55.9,93.3,23,12:30-13:30,7.5,-1.9,34.5
STU2027066,Mechanical Eng,2,7.63,73.1,86.6,13,13:30-14:30,3.0,-6.6,96.5
STU2027067,Mechanical Eng,2,7.77,58.0,66.5,24,14:30-15:30,5.4,2.4,47.6
STU2027068,Civil Eng,3,5.84,35.9,94.2,5,12:30-13:30,6.4,10.3,48.2
STU2027069,Electronics & Comm,1,9.71,75.5,85.0,3,12:30-13:30,5.0,6.1,45.9
STU2027070,Information Tech,4,6.79,67.3,96.5,14,11:30-12:30,0.9,-27.6,94.8
STU2027071,Computer Science,2,6.38,62.1,62.9,26,12:30-13:30,3.5,33.4,71.5
STU2027072,Information Tech,3,9.47,63.6,94.0,41,12:30-13:30,6.2,20.5,50.7
STU2027073,Civil Eng,1,8.97,65.9,78.8,19,14:30-15:30,7.2,-23.4,62.6
STU2027074,Information Tech,3,6.2,41.9,71.4,40,11:30-12:30,5.7,-11.8,62.4
STU2027075,Mechanical Eng,1,9.79,91.5,88.2,10,12:30-13:30,2.6,22.0,86.6
STU2027076,Information Tech,1,6.03,56.8,79.4,16,12:30-13:30,2.7,-4.6,77.7
STU2027077,Computer Science,3,7.56,83.2,91.3,34,12:30-13:30,2.0,17.6,71.7
STU2027078,Computer Science,4,6.27,58.4,87.9,6,12:30-13:30,2.4,30.7,95.2
STU2027079,Computer Science,2,5.99,35.0,56.7,37,11:30-12:30,5.3,-35.9,60.1
STU2027080,Mechanical Eng,3,5.57,37.2,91.3,5,12:30-13:30,6.4,-1.8,48.9
STU2027081,Civil Eng,1,7.7,82.8,65.2,22,12:30-13:30,2.8,12.5,80.8
STU2027082,Mechanical Eng,2,5.61,63.4,81.1,11,12:30-13:30,3.0,20.5,98.3
STU2027083,Electronics & Comm,3,5.69,35.0,95.0,18,13:30-14:30,6.9,-10.1,30.9
STU2027084,Information Tech,3,9.54,73.4,71.3,35,13:30-14:30,4.6,-43.8,53.0
STU2027085,Computer Science,2,7.93,52.3,97.9,43,11:30-12:30,4.9,-20.0,55.7
STU2027086,Computer Science,4,8.33,85.3,77.4,12,14:30-15:30,2.7,-35.1,75.7
STU2027087,Mechanical Eng,2,7.46,79.1,87.2,13,13:30-14:30,1.3,-43.8,77.0
STU2027088,Information Tech,1,9.43,68.3,83.1,6,12:30-13:30,4.7,33.0,45.7
STU2027089,Electronics & Comm,4,8.4,59.7,83.6,15,11:30-12:30,4.7,-25.7,57.9
STU2027090,Electronics & Comm,4,8.22,62.9,88.2,10,11:30-12:30,6.8,-7.4,60.7
STU2027091,Civil Eng,1,6.04,69.0,56.5,18,11:30-12:30,3.5,0.7,90.0
STU2027092,Civil Eng,3,6.05,59.3,85.0,12,13:30-14:30,2.2,-16.7,78.5
STU2027093,Information Tech,1,9.77,71.1,56.9,16,12:30-13:30,5.7,25.4,42.4
STU2027094,Civil Eng,3,8.76,59.4,85.1,18,13:30-14:30,5.6,-43.6,55.3
STU2027095,Computer Science,3,8.4,88.2,74.5,39,12:30-13:30,2.7,-1.0,75.1
STU2027096,Mechanical Eng,4,6.97,38.6,79.3,12,12:30-13:30,6.8,10.7,50.3
STU2027097,Electronics & Comm,2,5.68,35.0,95.6,21,12:30-13:30,6.7,7.9,55.6
STU2027098,Mechanical Eng,3,6.21,41.5,67.4,10,14:30-15:30,3.9,4.4,37.8
STU2027099,Computer Science,2,8.37,88.3,61.1,43,11:30-12:30,1.9,-45.9,94.3
STU2027100,Information Tech,2,5.53,63.3,90.8,38,12:30-13:30,0.7,13.2,75.9
STU2027101,Electronics & Comm,4,6.77,42.6,59.7,10,12:30-13:30,5.4,-1.4,59.6
STU2027102,Electronics & Comm,3,8.65,91.7,60.0,12,13:30-14:30,3.0,-39.7,72.3
STU2027103,Mechanical Eng,3,7.45,45.5,86.6,3,13:30-14:30,5.2,-25.0,32.6
STU2027104,Information Tech,3,6.32,35.0,79.0,22,12:30-13:30,6.4,0.6,51.9
STU2027105,Civil Eng,2,8.4,88.3,66.4,8,12:30-13:30,1.6,21.0,93.6
STU2027106,Computer Science,2,5.51,35.0,57.9,23,12:30-13:30,4.4,20.1,37.3
STU2027107,Information Tech,2,8.24,58.8,75.8,24,12:30-13:30,5.1,22.4,36.3
STU2027108,Civil Eng,4,8.07,88.5,78.4,11,13:30-14:30,2.6,-25.8,76.3
STU2027109,Civil Eng,3,6.56,69.2,73.3,14,12:30-13:30,1.7,23.9,97.7
STU2027110,Civil Eng,4,8.08,77.4,84.6,15,13:30-14:30,0.7,-44.8,77.8
STU2027111,Mechanical Eng,3,8.4,60.9,72.7,17,11:30-12:30,6.2,-9.4,44.9
STU2027112,Mechanical Eng,1,6.83,46.8,72.6,21,12:30-13:30,4.5,20.0,35.8
STU2027113,Electronics & Comm,1,9.59,94.0,55.9,19,12:30-13:30,3.2,-2.4,92.6
